SJQ_20150616_HC_33.eaf	a23	niyaᴶ kyaqᴱ	niya kyaq	˜his feet move like a stick
SJQ_20150616_HC_34.eaf	a1	_	_	This is another attempt to record the mantis story
SJQ_20150616_HC_34.eaf	a2	ykaᴬ tiꟳ ntaꟲ	yka ti nta	the mantis
SJQ_20150616_HC_34.eaf	a3	jlyaᴵ renqꟲ qwanᴱ niyan ndywiqᴵ renq	jlya renq qwan niyan ndywiq renq	Ĩ forgot how do they call that
SJQ_20150616_HC_34.eaf	a4	qoᴱ kanqᴳ	qo kanq	that
SJQ_20150616_HC_34.eaf	a5	ykaᴬ tiꟳ ntaᴱ ndywiqᴵ renq qoᴱ janqᴳ	yka ti nta ndywiq renq qo janq	they call it the great mantis
SJQ_20150616_HC_34.eaf	a6	qwanᴱ niyan ndywiqᴵ renq qoᴱ ranꟳ qmmm ykaᴬ tiꟳ ntaᴱ ndywiq renqᴶ qoᴱ qinᴶ	qwan niyan ndywiq renq qo ran qmmm yka ti nta ndywiq renq qo qin	they call it the great mantis
SJQ_20150616_HC_34.eaf	a7	ntyqyaᴶ qaᴱ ntyqanᴶ qneᴵ nkaᴶ qinᴵ	ntyqya qa ntyqan qne nka qin	it is a beautiful animal
SJQ_20150616_HC_34.eaf	a8	ntyqyaᴶ qaᴱ ntyqanᴶ qneᴵ nkaᴶ qinᴵ	ntyqya qa ntyqan qne nka qin	it is a beautiful animal
SJQ_20150616_HC_34.eaf	a9	tkwenqᴬ qaᴱ stanqᴶ qinᴶ	tkwenq qa stanq qin	they have very long nails
SJQ_20150616_HC_34.eaf	a10	qoᴱ chaqꟳ	qo chaq	and also
SJQ_20150616_HC_34.eaf	a11	nkaᴶ noᴵ 	ndywiqᴶ renqᴶ 	qoᴱ	nka no 	ndywiq renq 	qo	why do they call it
SJQ_20150616_HC_34.eaf	a12	qinᴶ	qin	˜to it
SJQ_20150616_HC_34.eaf	a13	kwanꟲ ntyqan	kwan ntyqan	thusly
SJQ_20150616_HC_34.eaf	a14	qanꟲ an	qan an	oh!!
SJQ_20150616_HC_34.eaf	a15	chaqꟳ noᴶ 	ngonᴮ sneq renq	chaq no 	ngon+ sneq renq	because they spit
SJQ_20150616_HC_34.eaf	a16	tloᴱ qinᴶ	tlo qin	on its face
SJQ_20150616_HC_34.eaf	a17	janqᴳ	janq	that one
SJQ_20150616_HC_34.eaf	a18	peᴬroᴬ jlyuꟲ qaᴱ qinᴱ	pero jlyu qa qin	but the thing is really big
SJQ_20150616_HC_34.eaf	a19	xtyanꟲ anᴵ chaqꟳ peᴬroᴬ jlyuꟲ qaᴱ qinᴱ xtyanꟲ anᴵ chaqꟳ	xtyan an chaq pero jlyu qa qin , xtyan an chaq	one could say the thing is huge
SJQ_20150616_HC_34.eaf	a20	tiꟲ ykaᴵ nyaᴶ kyaqᴵ	ti yka nya kyaq	his feet are long and skinny
SJQ_20150616_HC_34.eaf	a21	tiᴬ tiᴬ	ti ti	it is skinny
SJQ_20150616_HC_34.eaf	a22	ntyqanᴶ qinᴵ xtyanꟲ anᴵ chaqꟳ	ntyqan qin xtyan an chaq	one could say that it is skynny
SJQ_20150616_HC_34.eaf	a23	tiꟲ ykaᴵ nyaᴶ kyaqᴵ tiᴬ tiᴬ	ti yka nya kyaq ti ti	it feet look skinny, it is skynny
SJQ_20150616_HC_34.eaf	a24	ntyqanᴶ qinᴵ xtyanꟲ anᴵ chaqꟳ	ntyqan qin xtyan an chaq	it looks, we say
SJQ_20150616_HC_34.eaf	a25	qoᴱ naꟲ jinꟲ	qo na jin	and mmm
SJQ_20150616_HC_34.eaf	a26	kanqꟲ ndywiqᴶ renqᴶ	kanq ndywiq renq	then they say
SJQ_20150616_HC_34.eaf	a27	qoᴱ janqꟲ inꟲ	qo janq in	and then
SJQ_20150616_HC_34.eaf	a28	qoᴱ naꟲ jinꟲ kanqꟲ ndywiqᴶ renqᴶ qoᴱ janqꟲ inꟲ	qo na jin kanq ndywiq renq qo janq in	they said and then
SJQ_20150616_HC_34.eaf	a29	qoᴱ naꟲ jinꟲ kanqꟲ ndywiqᴶ renqᴶ qoᴱ janqꟲ inꟲ	qo na jin kanq ndywiq renq qo janq in	they said and then
SJQ_20150616_HC_34.eaf	a30	chaqꟳ raᴱ no	chaq ra no	when
SJQ_20150616_HC_34.eaf	a31	xwenᴶenᴵ	xwenen	when we are little
SJQ_20150616_HC_34.eaf	a32	kanqꟲ ndywiqᴶ neqᴶ klaᴶ qnaᴳ	kanq ndywiq neq kla qna	then our parents would say
SJQ_20150616_HC_34.eaf	a33	qonᴱonᴱ xtyanꟲanᴵ chaqꟳ	qonon xtyanan chaq	with us we say
SJQ_20150616_HC_34.eaf	a34	chaqꟳ raᴱ no xwenᴶenᴵ kanqꟲ ndywiqᴶ neqᴶ klaᴶ qnaᴳ qonᴱonᴱ xtyanꟲanᴵ chaqꟳ	chaq ra no xwenen kanq ndywiq neq kla qna qonon xtyanan chaq	because when we are young our elders say to us, we say
SJQ_20150616_HC_34.eaf	a35	siꟲ ntyqanᴳ qinᴬ noᴬ nkaᴶ	si ntyqan qin no nka	if you see
SJQ_20150616_HC_34.eaf	a36	ykaᴬ tiꟳ ntaꟲ kanqᴳ ndywiqᴬ ndywiqᴬ ntyqoꟲ chaqꟳ	yka ti nta kanq, ndywiq ndywiq ntyqo chaq	it was the great mantis they say
SJQ_20150616_HC_34.eaf	a37	siꟲ ntyqanᴳ qinᴬ noᴬ nkaᴶ tiꟳ ntaꟲ kanqᴳ ndywiqᴬ ntyqoꟲ chaqꟳ	si ntyqan qin no nka ti nta kanq ndywiq ntyqo chaq	if you see the great mantis, they say then
SJQ_20150616_HC_34.eaf	a38	qoᴱ naqᴳ chaqꟳ	qo naq chaq	and I that
SJQ_20150616_HC_34.eaf	a39	qoᴱ naqᴳ chaqꟳ xwenᴬ	qo naq chaq xwen	and I that I was young
SJQ_20150616_HC_34.eaf	a40	qoᴱ naqᴳ chaqꟳ sqwenᴬ lyonᴶ qoᴱ naqᴳ chaqꟳ sqwenᴬ lyonᴶ qinᴵ janqᴳ tiꟲ sqneᴱ qoᴱ naqᴳ chaqꟳ sqwenᴬ lyonᴶ qinᴵ janqᴳ tiꟲ sqneᴱ qoᴱ naqᴳ chaqꟳ sqwenᴬ lyonᴶ qinᴵ janqᴳ tiꟲ sqneᴱ sqwenᴬ lyonᴶ qinᴵ	qo naq chaq sqwen lyon qo naq chaq sqwen lyon qin janq ti sqne, qo naq chaq sqwen lyon qin janq ti sqne, qo naq chaq sqwen lyon qin janq ti sqne sqwen lyon qin	and I that I know him, I knew him in the past
SJQ_20150616_HC_34.eaf	a41	janᴱ noᴱ ntyqanᴶ neqᴵ xq jaꟲ noᴱ ntyqanꟲ	jan no ntyqan, neq xq, ja no ntyqan	when he sees, when he sees
SJQ_20150616_HC_34.eaf	a42	jaꟲ noᴱ ntyqanꟲ neqꟲ kxinqꟲ jaꟲ noᴱ ntyqanꟲ neqꟲ kxinqꟲ janqꟲ	ja no ntyqan neq kxinq, ja no ntyqan neq kxinq janq	When I go to the fields then
SJQ_20150616_HC_34.eaf	a43	riᴶ tiᴶ tyqoꟲ jlonᴱ kanqᴳ ndyweenqꟲ	ri ti tyqo jlon kanq ndyweenq	they would jump up in front of me
SJQ_20150616_HC_34.eaf	a44	chaqꟳ nkanᴮ noᴬ xweᴵ kanqᴳ ndyweenqꟲ chaqꟳ nkanᴮ noᴬ xweᴵ	chaq nkan no xwe kanq ndyweenq chaq nkan no xwe	because I am a child, this what I would say because I am a child
SJQ_20150616_HC_34.eaf	a45	kwiqᴶ chaqꟳ kwanꟲ nyaᴶ ndywiqᴵ neqᴬ klaᴬ	kwiq chaq kwan nya ndywiq neq kla	because elders spoke in this manner
SJQ_20150616_HC_34.eaf	a46	sqweꟳ chaqꟳ naqꟲ jinꟲ ndeꟲ qaᴶ tykwiqᴳ qoᴱ yka tiꟲ ntaꟲ kanqᴳ ndywiqᴬ	sqwe chaq naq jin nde qa tykwiq qo yka-ti nta kanq ndywiq	well, this is the way in which you are going to speak to him, they say
SJQ_20150616_HC_34.eaf	a48	nkonꟲ sneqᴵ jloᴱ nkonꟲ sneqᴵ jloᴱ kanqᴳ	nkon sneq jlo, nkon sneq jlo kanq	spit on his face, spit on his face then
SJQ_20150616_HC_34.eaf	a49	nkonꟲ sneqᴵ tloᴱ kanqᴳ tykwaᴮ tuꟲ yaqᴱ ndywiqᴶ naꟲ jinꟲ	nkon sneq tlo kanq tykwa tu yaq ndywiq na jin	spit on his face and put it in your hand they say then mmm
SJQ_20150616_HC_34.eaf	a50	tloᴬ laᴱ naꟲ jinꟲ naqᴬ nkonꟲ sneqᴵ tloᴱ	tlo la na jin naq nkon sneq tlo	first I would spit on him
SJQ_20150616_HC_34.eaf	a51	laᴬ twenꟳ laᴬ twenꟳ jyanᴶ qonᴶ	la twen la twen jyan qon	on the trail would my husband would come
SJQ_20150616_HC_34.eaf	a52	laᴬ twenꟳ laᴬ twenꟳ jyanᴶ qonᴶ kwanꟲ nyaᴶ tykwiqᴬ qoᴱ kanqꟲ ndywiqᴶ laᴬ twenꟳ laᴬ twenꟳ jyanᴶ qonᴶ kwanꟲ nyaᴶ tykwiqᴬ qoᴱ kanqꟲ ndywiqᴶ	la twen la twen jyan qon kwan nya tykwiq qo kanq ndywiq, la twen la twen jyan qon kwan nya tykwiq qo kanq ndywiq	in which directions would my husband would appear, they would say
SJQ_20150616_HC_34.eaf	a53	qoᴱ kaᴶ kwanꟲ nyaᴶ ndywenqᴱ qoᴱ chaqꟳ xwenᴶenᴵ xtyanꟲ anᴵ chaqꟳ janᴬ neᴱ	qo ka kwan nya ndywenq qo chaq xwenen xtyan an chaq jan ne	and in the same manner we would speak with it because we were young we say
SJQ_20150616_HC_34.eaf	a54	teꟲ nkonᴶ sneqᴱ tloᴱ kanqᴳ	te nkon sneq tlo kanq	we have to spit on its face
SJQ_20150616_HC_34.eaf	a55	teꟲ nkonᴶ sneqᴱ tloᴱ janqᴳ inꟲ	te nkon sneq tlo janq in	we have to spit on its face
SJQ_20150616_HC_34.eaf	a56	tyiꟲ snaꟲ qneᴶ yaqꟲ janqᴳ inꟲ	tyi sna qne yaq janq in	The mantis would begin to gesture with their hands
SJQ_20150616_HC_34.eaf	a57	kwanꟲ ntyqanᴶ kwanꟲ ntyqanᴶ qneᴶ yaqꟲ janqᴳ inꟲ	kwan ntyqan kwan ntyqan qne yaq janq in	they would, they would do their hands this way
SJQ_20150616_HC_34.eaf	a58	laꟲ nkaᴶ laꟲ nkaᴶ twenꟳ jyanᴶ no kaᴶ ntenᴮ	la nka la nka twen jyan no ka nten+	which way would my future
SJQ_20150616_HC_34.eaf	a59	laꟲ nkaᴶ twenꟳ noᴬ kanᴶ jyanᴶ ntenᴮ qnyaᴱ	la nka twen no kan jyan nten qnya	in what direction would my future husband would come
SJQ_20150616_HC_34.eaf	a60	noᴬ kaᴶ qonᴵ	no ka qon	my future husband
SJQ_20150616_HC_34.eaf	a61	janqᴳ janqꟲ laꟲ nkaᴶ twenꟳ noᴬ jyanᴶ noᴬ kaᴶ ntenᴮ qnyaᴱ noᴬ kaᴶ qonᴵ janqᴳ janqꟲ	janq janq la nka twen no jyan no ka nten+ qnya no ka qon janq janq	then, in what direction would my future husband would come
SJQ_20150616_HC_34.eaf	a62	kwanꟲ ntyqanᴶ kwanꟲ ntyqanᴶ qneᴱ yaqꟲ janqᴬ janqꟲ inꟲ	kwan ntyqan, kwan ntyqan qne yaq janq janq in	thustly, thusly, the mantis would gesture
SJQ_20150616_HC_34.eaf	a63	qneᴵ janqᴳ janqꟲ inꟲ	qne janq janq in	that animal then
SJQ_20150616_HC_34.eaf	a64	ntyqyaᴶ nyaᴱ qneᴱ yaqꟲ qinᴱ	ntyqya nya qne yaq qin	he makes beautiful gestures
SJQ_20150616_HC_34.eaf	a65	ntyqyaᴶ qaᴱ nyaᴱ qneᴵ nkaᴶ qinᴵ	ntyqya qa nya qne nka qin	it is a beautiful animal
SJQ_20150616_HC_34.eaf	a66	kwenꟲtuᴱ kwenꟲtuᴱ kwenꟲtuᴱ qin knaᴱ	kwentu, kwentu, kwentu qin kna	story, story, this is the story of the snake
SJQ_20150616_HC_34.eaf	a67	no nkaᴶ sneqᴵ no nkaᴶ no nkaᴶ skaᴵ neqᴬ syaqꟲ kanqᴳ noᴶ	no nka sneq, no nka, no nka ska neq syaq kanq no	a guy, a guy from Tepenixtlahuaca that was the one
SJQ_20150616_HC_34.eaf	a68	kanqᴳ noᴬ ndaꟳ kweꟲ tuᴱ reᴱqonᴱ noᴬ nkaᴶ skaᴵ neqᴬ syaqꟲ kanqᴳ ndaꟳ kweꟳntuᴱ reᴱ qonᴱ	kanq no nda kwe tu reqon no nka ska neq syaq kanq nda kwentu re qon	a guy from Tepenixtlahuaca gave me this story
SJQ_20150616_HC_34.eaf	a69	chaqꟳ tqiᴮ renq kanqᴳ yaᴳ renqᴬ chaqꟳ tqiᴮ renq kanqᴳ yaᴳ renqᴬ sqenᴬ sqwiᴬ mbaᴮ renq no nkaᴶ jlyaᴱ	Chaq tqi+ renq kanq ya renq, Chaq tqi+ renq kanq ya renq sqen sqwi mba+ renq no nka Jlya	because they were poor that is why they went where their compadre lives
SJQ_20150616_HC_34.eaf	a70	chaqꟳ tqiᴮ renq kanqᴳ yaᴳ renqᴬ sqenᴬ sqwiᴬ mbaᴮ renq no nkaᴶ jlyaᴱ kwaᴶ janqꟲ	Chaq tqi+ renq kanq ya renq sqen sqwi mba+ renq no nka Jlya kwa janq	because they were poor that is why they went to where their compadre lived in Jlya1
SJQ_20150616_HC_34.eaf	a71	wraᴱ no waꟲ ndyaᴵ jlyaᴱ kwaᴶ janqꟲ	Wra no wa ndya Jlya kwa janq	when they arrived to Jlya1 then
SJQ_20150616_HC_34.eaf	a72	ndywiqᴶ chaqꟳ no naꟲ jinꟲ kanqᴳ	ndywiq chaq no na jin, kanq	he said that hmm, then
SJQ_20150616_HC_34.eaf	a73	tsanᴮ ktaᴱ kynyaqᴱ ndywiqᴶ mbaᴮ qoᴱ janqꟲ ntqoᴱ chaqꟳ	tsan+ kta kynyaq ndywiq mba+ qo janq, ntqo chaq	let us go deer hunting, the compadre said
SJQ_20150616_HC_34.eaf	a74	kanqᴳ ntqoᴱ nkyaᴶ ktaꟳ knyaqᴱ janqꟲ	kanq ntqo nkya kta knyaq janq	then they took off deer hunting
SJQ_20150616_HC_34.eaf	a75	kanqᴳ tsanᴮ ktaᴱ kynyaqᴱ ndywiqᴶ mbaᴮ qoᴱ kanqᴳ ntqoᴱ nkyaᴶ ktaꟳ knyaqᴱ janqꟲ inꟲ janqꟲ inꟲ	kanq tsan+ kta kynyaq ndywiq mba+ qo kanq ntqo nkya kta knyaq janq in, janq in	then his compadre said to him. Let's go deer hunting, then they took off deer hunting, then, then
SJQ_20150616_HC_34.eaf	a76	qoᴱ qaᴱ no waꟲ ndiyaᴵ neqꟲ kxinqꟲ janqᴳ	qo qa no wa ndiya neq kxinq janq	and when they got to the bushes
SJQ_20150616_HC_34.eaf	a77	qoᴱ jaᴱ no waꟲ ndiyaᴵ neqꟲ kxinqꟲ janqᴳ sqweᴮ tqaᴳ sqweᴮ tqaᴳ	qo ja no wa ndiya neq kxinq janq sqwe+ tqa, sqwe+ tqa	and when they got in the bushes they split up
SJQ_20150616_HC_34.eaf	a78	sqweᴮ tqaᴳ ndiyaᴵ qoᴱ jaᴱ no waꟲ ndiyaᴵ neqꟲ kxinqꟲ janqᴳ sqweᴮ tqaᴳ ndiyaᴵ	sqwe+ tqa ndiya qo ja no wa ndiya neq kxinq janq sqwe+ tqa ndiya	and when they arrived into the bushes they split up
SJQ_20150616_HC_34.eaf	a79	ndeꟲ skaᴱ sqenᴵ tsaᴳ	nde ska sqen tsa	take up this road
SJQ_20150616_HC_34.eaf	a80	ndeꟲ skaᴱ sqenᴵ tsaᴳ qwenᴵ	nde ska sqen tsa qwen	you should follow this road
SJQ_20150616_HC_34.eaf	a81	qaᴬsaᴬ neꟲ kwaꟳ tyqanᴶ tqanᴳanᴳ tiꟳ qaᴱ	qasa ne kwa tyqan tqanan ti qa	I will see you all the way over there later
SJQ_20150616_HC_34.eaf	a82	ndeꟲ skaᴱ sqenᴵ ndeꟲ skaᴱ sqenᴵ tsaᴳ qwenᴵ ndeꟲ skaᴱ sqenᴵ tsaᴳ qwenᴵ qaᴬsaᴬ ndeꟲ kwaꟳ tyqanᴶ tqanᴳanᴳ tiꟳ qaᴱ ndywiqᴬ mbaᴮ qoᴱ kanqꟲ sqweꟳ ranꟳ ndywiqᴶ janqꟲ	nde ska sqen , nde ska sqen tsa qwen, nde ska sqen tsa qwen, qasa nde kwa tyqan tqanan ti qa, ndywiq mba qo kanq, sqwe ran ndywiq janq	you should follow this road, you should follow this road, we will see you over there later today, said his compadre to him today
SJQ_20150616_HC_34.eaf	a83	qoᴱ janᴱ no waꟲ ndiyaᴵ janqꟲ noᴬ tykeqᴮ kwan janqꟲ kanqᴳ ndiᴵ tiqꟲ	qo jan no wa ndiya janq, no tykeq+ kwan janq, kanq ndi tiq	when he got there then, it was very hot and then he got thirsty
SJQ_20150616_HC_34.eaf	a84	kanqᴳ ndiᴵ tiqꟲ kanqᴳ noᴬ	kanq ndi tiq kanq no	then he was thirsty, then
SJQ_20150616_HC_34.eaf	a85	kanqᴳ noᴬ neᴶ	kanq no ne	then he heard something
SJQ_20150616_HC_34.eaf	a86	qneᴶ kanqᴳ noᴬ qneᴶ kanqᴳ noᴬ neᴶ	qne, kanq no qne, kanq no ne	then there was a noise, then it did, then there was a sound
SJQ_20150616_HC_34.eaf	a87	kanqᴳ noᴬ neᴶ neᴶ noᴵ	kanq no ne ne no	then there was a sound in
SJQ_20150616_HC_34.eaf	a88	kanqᴳ noᴬ neᴶ neᴶ xkeqꟲ qinᴶ janqꟲ	kanq no ne, ne xkeq qin janq	then he heard a sound, he felt a sound
SJQ_20150616_HC_34.eaf	a89	that person then  [ok i am going to repeat line number 9] kanqᴳ noᴬ neᴶ  noᴵ xkeqꟲ qinᴶ ntenᴮ janqᴳ janqꟲ	that person then, [ok I am going to repeat line number ] kanq no ne, no xkeq qin nten janq janq	then that person thought that he heard a sound
SJQ_20150616_HC_34.eaf	a90	mmᴱ neᴱ kanqᴳ noᴬ neᴱ noᴱ neᴶ	mm ne, kanq no ne no, ne	mmm then it would sound
SJQ_20150616_HC_34.eaf	a91	kanqᴳ noᴬ neᴶ  noᴬ neᴶ xkeqꟲ riqꟲ ntenᴮ janqᴳ kanqꟲ inꟲ [ok i am going to repeat line number 9] kanqᴳ noᴬ neᴶ xkeqꟲ riqꟲ ntenᴮ janqᴳ kanqꟲ	kanq no ne, no ne xkeq riq nten janq kanq in [ok I am going to repeat line number ] kanq no ne xkeq riq nten janq kanq	there was a sound, that person felt then
SJQ_20150616_HC_34.eaf	a92	noᴶ ndywaᴶ tqiꟲ neᴮ xkeqꟲ qinᴶ janqꟲ	no ndywa tqi ne xkeq qin janq	he felt that someone was complaining of pain
SJQ_20150616_HC_34.eaf	a93	xqnyiᴬ riqꟲ janqꟲ qoᴱ kanqᴳ ndiyaᴵ ntenᴮ janqᴳ yqoꟲ tyqaᴬ tuꟳ tiᴬ jaᴱ noᴱ waꟲ jaᴱ no xqnyiᴬ riqꟲ janqꟲ qoᴱ kanqᴳ ndiyaᴵ ntenᴮ janqᴳ yqoꟲ tyqaᴬ tuꟳ tiᴬ jaᴱ noᴱ waꟲ jaᴱ no	xqnyi riq janq qo kanq ndiya nten+ janq yqo tyqa tu ti, ja no wa, ja no xqnyi riq janq qo kanq ndiya nten+ janq yqo tyqa tu ti, ja no wa, ja no	the person got scare then, then that person got to the brook to drink water
SJQ_20150616_HC_34.eaf	a94	ntyqwiᴬ ntyqoᴮ tyqaᴬ janqᴳ	ntyqwi ntyqo tyqa janq	he would drink the water
